cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url
cord-000740,sha000740,PMC,Vaccine Treatment Study,10.1000/sample.740,PMC3033912,40056261.0,no-cc,The implications for public health are discussed. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-09-16,"Author 740, Co-Author 740",Virology Journal,1220512797.0,,,,document_parses/pmc_json/740.json,https://example.com/paper/740
cord-000741,sha000741,arXiv,Infection Pandemic Study,10.1000/sample.741,PMC2284021,45917890.0,,,2020-08-20,,bioRxiv,,,,,document_parses/pmc_json/741.json,
cord-000742,sha000742,PubMed,Infection Pandemic Sars-Cov-2 Diagnosis Antibody Study,10.1000/sample.742,PMC9462341,45500464.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-03-04,"Author 742, Co-Author 742",International Journal of Infectious Diseases,,,,,,https://example.com/paper/742
cord-000743,sha000743,Elsevier,Antiviral Epidemiology Symptoms Covid-19 Treatment Study,10.1000/sample.743,PMC6469592,65662309.0,cc-by-nc,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2019-11-18,"Author 743, Co-Author 743",Clinical Infectious Diseases,4601723703.0,WHO-5126,,document_parses/pdf_json/743.json,,
cord-000744,,arXiv,Coronavirus Covid-19 Infection Study,10.1000/sample.744,PMC3765541,10558017.0,cc-by-nc,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-01-12,"Author 744, Co-Author 744",Journal of Virology,3321206093.0,,,,,https://example.com/paper/744
cord-000745,sha000745,WHO,Coronavirus Therapy Sars-Cov-2 Treatment Symptoms Study,10.1000/sample.745,,65640853.0,cc-by,The implications for public health are discussed. We analyzed data from multiple sources.,2021-12-18,"Author 745, Co-Author 745",International Journal of Infectious Diseases,5646936821.0,WHO-3324,,,,
cord-000746,sha000746,Elsevier,Immunity Sars-Cov-2 Symptoms Antiviral Covid-19 Study,10.1000/sample.746,PMC8753883,,cc-by-nc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2021-03-07,"Author 746, Co-Author 746",New England Journal of Medicine,,,,,,
cord-000747,sha000747,medRxiv,Diagnosis Coronavirus Study,10.1000/sample.747,,,,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-08-05,,Clinical Infectious Diseases,,WHO-7975,2020.7653,,,
cord-000748,sha000748,medRxiv,Epidemiology Pandemic Clinical Study,10.1000/sample.748,PMC8749462,79654067.0,no-cc,We analyzed data from multiple sources. Further research is needed to confirm these findings. The implications for public health are discussed.,2020-01-23,"Author 748, Co-Author 748",Antiviral Research,9441699194.0,,,,,https://example.com/paper/748
cord-000749,sha000749,PMC,Clinical Outbreak Infection Study,10.1000/sample.749,,90523345.0,no-cc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2020-11-09,"Author 749, Co-Author 749",Virology Journal,4482725370.0,WHO-4744,,,,
cord-000750,sha000750,arXiv,Epidemiology Transmission Treatment Study,10.1000/sample.750,PMC4261550,32872143.0,cc-by,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2020-10-04,"Author 750, Co-Author 750",Journal of Virology,6180205939.0,,,document_parses/pdf_json/750.json,,
cord-000751,sha000751,PubMed,Pandemic Immunity Therapy Epidemiology Antibody Study,,,67716265.0,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-10-04,"Author 751, Co-Author 751",Clinical Infectious Diseases,,,,document_parses/pdf_json/751.json,,https://example.com/paper/751
cord-000752,sha000752,PMC,Pandemic Treatment Epidemiology Symptoms Infection Study,10.1000/sample.752,,,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings.,2020-07-27,"Author 752, Co-Author 752",Emerging Infectious Diseases,3247857318.0,,,document_parses/pdf_json/752.json,,
cord-000753,sha000753,arXiv,Treatment Therapy Immunity Epidemiology Study,10.1000/sample.753,,35858441.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-05-23,"Author 753, Co-Author 753",PLOS ONE,,,,document_parses/pdf_json/753.json,,
cord-000754,sha000754,arXiv,Clinical Antibody Immunity Infection Study,10.1000/sample.754,PMC6488001,62790213.0,cc-by,The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2021-08-23,"Author 754, Co-Author 754",PLOS ONE,3741028043.0,,,,,https://example.com/paper/754
cord-000755,sha000755,arXiv,Antibody Transmission Infection Antiviral Outbreak Study,10.1000/sample.755,PMC8788747,87558199.0,no-cc,Further research is needed to confirm these findings. The implications for public health are discussed. We analyzed data from multiple sources.,2020-05-12,,Nature,,,,,,
cord-000756,sha000756,bioRxiv,Immunity Therapy Epidemiology Infection Study,10.1000/sample.756,PMC2144829,95399182.0,no-cc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-07-04,"Author 756, Co-Author 756",Clinical Infectious Diseases,8524720441.0,WHO-5431,,,,https://example.com/paper/756
cord-000757,sha000757,arXiv,Sars-Cov-2 Diagnosis Study,10.1000/sample.757,,33315937.0,,The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-01-22,"Author 757, Co-Author 757",Clinical Infectious Diseases,9941761270.0,,,,,
cord-000758,,arXiv,Epidemiology Vaccine Study,10.1000/sample.758,PMC8343784,52698007.0,,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-08-17,,medRxiv,,,,,,
cord-000759,sha000759,PMC,Covid-19 Diagnosis Transmission Pandemic Study,10.1000/sample.759,,68707047.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings.,2020-08-14,"Author 759, Co-Author 759",International Journal of Infectious Diseases,3314002068.0,,,,,https://example.com/paper/759
cord-000760,sha000760,WHO,Covid-19 Symptoms Vaccine Sars-Cov-2 Study,10.1000/sample.760,PMC3707281,,cc-by-nc,Further research is needed to confirm these findings. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2022-04-03,,The Lancet,,,,document_parses/pdf_json/760.json,,
cord-000761,sha000761,bioRxiv,Therapy Immunity Study,10.1000/sample.761,,26955763.0,no-cc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2020-05-04,"Author 761, Co-Author 761",The Lancet,3475781259.0,,,,,
cord-000762,sha000762,WHO,Vaccine Symptoms Immunity Study,10.1000/sample.762,,94750585.0,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings.,2020-11-20,"Author 762, Co-Author 762",The Lancet,9687275388.0,,,,,https://example.com/paper/762
cord-000763,,PMC,Transmission Symptoms Diagnosis Study,,,62614983.0,cc-by,This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources.,2021-04-15,"Author 763, Co-Author 763",bioRxiv,4633212294.0,,,document_parses/pdf_json/763.json,,
cord-000764,sha000764,medRxiv,Outbreak Infection Study,10.1000/sample.764,,94197247.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-02-11,"Author 764, Co-Author 764",The Lancet,7207494281.0,,,,,https://example.com/paper/764
cord-000765,sha000765,WHO,Antibody Antiviral Study,10.1000/sample.765,PMC7557366,84209721.0,no-cc,Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-12-08,"Author 765, Co-Author 765",Nature,6885851229.0,,,,document_parses/pmc_json/765.json,
cord-000766,sha000766,PubMed,Antiviral Pandemic Diagnosis Study,10.1000/sample.766,,,cc-by-nc,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2019-09-30,"Author 766, Co-Author 766",International Journal of Infectious Diseases,,,,,,
cord-000767,sha000767,PubMed,Outbreak Coronavirus Study,10.1000/sample.767,PMC1188082,22516397.0,cc-by,,2020-08-21,"Author 767, Co-Author 767",Antiviral Research,9266144191.0,,,,,
cord-000768,,medRxiv,Antibody Immunity Study,10.1000/sample.768,PMC3575243,,cc-by-nc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-12-02,"Author 768, Co-Author 768",Science,8685065025.0,,,,,https://example.com/paper/768
cord-000769,sha000769,PMC,Prevention Pandemic Transmission Immunity Antibody Study,10.1000/sample.769,PMC3985341,94408740.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-03-11,"Author 769, Co-Author 769",PLOS ONE,,,,document_parses/pdf_json/769.json,document_parses/pmc_json/769.json,https://example.com/paper/769
cord-000770,sha000770,PubMed,Outbreak Sars-Cov-2 Study,10.1000/sample.770,,30541837.0,cc-by,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2021-01-25,"Author 770, Co-Author 770",Nature,4224910465.0,,,document_parses/pdf_json/770.json,,
cord-000771,,bioRxiv,Epidemiology Sars-Cov-2 Antibody Symptoms Study,10.1000/sample.771,,,cc-by,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2019-08-26,"Author 771, Co-Author 771",Emerging Infectious Diseases,4216940195.0,,,,,
cord-000772,,PMC,Antibody Epidemiology Transmission Study,10.1000/sample.772,PMC4626672,20572666.0,cc-by-nc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-03-15,"Author 772, Co-Author 772",Clinical Infectious Diseases,8168025371.0,WHO-8948,,,document_parses/pmc_json/772.json,
cord-000773,sha000773,PubMed,Sars-Cov-2 Outbreak Therapy Study,10.1000/sample.773,PMC1801213,13394349.0,cc-by,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-07-02,"Author 773, Co-Author 773",Virology Journal,,WHO-8552,,,,https://example.com/paper/773
cord-000774,sha000774,Elsevier,Transmission Prevention Study,10.1000/sample.774,PMC9772377,27521857.0,,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-04-01,"Author 774, Co-Author 774",Cell,9675727360.0,,,,,https://example.com/paper/774
cord-000775,,medRxiv,Outbreak Vaccine Epidemiology Treatment Study,10.1000/sample.775,PMC2724585,95156202.0,cc-by,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-01-04,"Author 775, Co-Author 775",Nature,3510378462.0,,2020.6986,document_parses/pdf_json/775.json,,
cord-000776,sha000776,medRxiv,Antiviral Sars-Cov-2 Study,10.1000/sample.776,,58066234.0,no-cc,,2021-02-27,"Author 776, Co-Author 776",New England Journal of Medicine,,,,,document_parses/pmc_json/776.json,https://example.com/paper/776
cord-000777,sha000777,medRxiv,Symptoms Coronavirus Outbreak Clinical Infection Study,,,,cc-by-nc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2019-05-19,"Author 777, Co-Author 777",Clinical Infectious Diseases,3287663925.0,,,,,https://example.com/paper/777
cord-000778,sha000778,PMC,Vaccine Antiviral Infection Study,10.1000/sample.778,,39763482.0,no-cc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-09-25,"Author 778, Co-Author 778",Emerging Infectious Diseases,9524474461.0,,,document_parses/pdf_json/778.json,document_parses/pmc_json/778.json,
cord-000779,,bioRxiv,Outbreak Infection Transmission Pandemic Sars-Cov-2 Study,10.1000/sample.779,,,,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2022-06-01,"Author 779, Co-Author 779",Science,,,2020.8660,,,
cord-000780,sha000780,arXiv,Prevention Antibody Coronavirus Sars-Cov-2 Study,10.1000/sample.780,PMC4384602,42917490.0,,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. We analyzed data from multiple sources. The implications for public health are discussed.,2021-11-24,"Author 780, Co-Author 780",,6648522453.0,,,,,https://example.com/paper/780
cord-000781,sha000781,medRxiv,Prevention Immunity Epidemiology Pandemic Treatment Study,,PMC7285495,60748656.0,cc-by-nc,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-10-14,"Author 781, Co-Author 781",Science,,WHO-9220,,,document_parses/pmc_json/781.json,https://example.com/paper/781
cord-000782,sha000782,bioRxiv,Covid-19 Diagnosis Treatment Antiviral Study,,PMC4355203,98484070.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2020-02-22,"Author 782, Co-Author 782",,9771450806.0,,,,,
cord-000783,sha000783,PubMed,Vaccine Therapy Sars-Cov-2 Epidemiology Prevention Study,10.1000/sample.783,,,no-cc,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-07-08,"Author 783, Co-Author 783",BMJ,,,,,,https://example.com/paper/783
cord-000784,,Elsevier,Infection Immunity Vaccine Study,10.1000/sample.784,PMC1244275,,cc-by,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. We analyzed data from multiple sources. The implications for public health are discussed.,2021-06-15,"Author 784, Co-Author 784",PLOS ONE,4425670637.0,,,,,https://example.com/paper/784
cord-000785,sha000785,PMC,Pandemic Sars-Cov-2 Study,10.1000/sample.785,,,cc-by,,2021-06-25,"Author 785, Co-Author 785",Emerging Infectious Diseases,4080259766.0,,,document_parses/pdf_json/785.json,,https://example.com/paper/785
cord-000786,sha000786,PubMed,Vaccine Diagnosis Covid-19 Study,10.1000/sample.786,,,,The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2021-01-18,"Author 786, Co-Author 786",Virology Journal,,,2020.9708,document_parses/pdf_json/786.json,document_parses/pmc_json/786.json,https://example.com/paper/786
cord-000787,,arXiv,Pandemic Diagnosis Therapy Transmission Study,10.1000/sample.787,PMC4700514,23880694.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2020-12-31,"Author 787, Co-Author 787",Clinical Infectious Diseases,,WHO-2793,,,,
cord-000788,sha000788,PubMed,Antibody Infection Study,10.1000/sample.788,PMC2620732,,,The implications for public health are discussed. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2019-03-21,"Author 788, Co-Author 788",,2285642016.0,,2020.5920,document_parses/pdf_json/788.json,document_parses/pmc_json/788.json,https://example.com/paper/788
cord-000789,sha000789,bioRxiv,Infection Epidemiology Symptoms Study,10.1000/sample.789,PMC3816607,26466411.0,no-cc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-12-14,"Author 789, Co-Author 789",medRxiv,6182239160.0,,,document_parses/pdf_json/789.json,document_parses/pmc_json/789.json,
cord-000790,sha000790,medRxiv,Vaccine Covid-19 Outbreak Diagnosis Antibody Study,10.1000/sample.790,PMC1738407,,cc-by,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-04-13,"Author 790, Co-Author 790",,,WHO-5956,,,,https://example.com/paper/790
cord-000791,sha000791,Elsevier,Symptoms Treatment Study,,PMC2806634,,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2022-05-03,"Author 791, Co-Author 791",BMJ,,,,document_parses/pdf_json/791.json,,
cord-000792,sha000792,bioRxiv,Diagnosis Infection Study,10.1000/sample.792,PMC6413664,22452337.0,no-cc,,2021-07-22,"Author 792, Co-Author 792",Antiviral Research,3131117034.0,,,document_parses/pdf_json/792.json,,
cord-000793,sha000793,bioRxiv,Sars-Cov-2 Therapy Covid-19 Clinical Study,10.1000/sample.793,PMC4180079,,cc-by,We analyzed data from multiple sources. The implications for public health are discussed.,2019-09-24,,Science,,,,,document_parses/pmc_json/793.json,
cord-000794,,medRxiv,Symptoms Immunity Pandemic Covid-19 Vaccine Study,10.1000/sample.794,PMC7628072,37913590.0,no-cc,The implications for public health are discussed. We analyzed data from multiple sources.,2020-01-22,"Author 794, Co-Author 794",Emerging Infectious Diseases,,,,,,
cord-000795,sha000795,WHO,Transmission Outbreak Pandemic Therapy Treatment Study,10.1000/sample.795,PMC3026754,75905864.0,cc-by,The implications for public health are discussed. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-12-04,"Author 795, Co-Author 795",Journal of Medical Virology,1338726436.0,,,document_parses/pdf_json/795.json,,https://example.com/paper/795
cord-000796,sha000796,medRxiv,Clinical Coronavirus Treatment Pandemic Symptoms Study,,,65531931.0,cc-by-nc,,2022-03-17,"Author 796, Co-Author 796",Cell,7870160337.0,,,,document_parses/pmc_json/796.json,
cord-000797,sha000797,WHO,Clinical Covid-19 Sars-Cov-2 Pandemic Symptoms Study,10.1000/sample.797,,,cc-by,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2022-03-28,"Author 797, Co-Author 797",,6192554454.0,WHO-4841,,document_parses/pdf_json/797.json,,
cord-000798,sha000798,medRxiv,Antibody Antiviral Outbreak Immunity Study,10.1000/sample.798,,20242515.0,no-cc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. The implications for public health are discussed.,2021-12-13,,International Journal of Infectious Diseases,,,,document_parses/pdf_json/798.json,,https://example.com/paper/798
cord-000799,sha000799,Elsevier,Covid-19 Immunity Epidemiology Study,,,,cc-by-nc,We analyzed data from multiple sources. Further research is needed to confirm these findings.,2021-12-18,"Author 799, Co-Author 799",BMJ,4025007797.0,,,,,
cord-000800,,bioRxiv,Diagnosis Transmission Symptoms Outbreak Study,10.1000/sample.800,PMC1201014,52088657.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2020-09-12,"Author 800, Co-Author 800",Nature,7633803213.0,WHO-8045,,document_parses/pdf_json/800.json,,https://example.com/paper/800
cord-000801,,Elsevier,Symptoms Outbreak Study,10.1000/sample.801,,70515891.0,no-cc,,2022-02-22,"Author 801, Co-Author 801",The Lancet,2847702690.0,,,,,
cord-000802,sha000802,PMC,Clinical Symptoms Study,10.1000/sample.802,PMC2107569,34133211.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-11-15,"Author 802, Co-Author 802",,,,,document_parses/pdf_json/802.json,,
cord-000803,sha000803,medRxiv,Vaccine Antibody Outbreak Study,,PMC5671743,,cc-by,Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2020-06-12,"Author 803, Co-Author 803",Science,2057894517.0,,,document_parses/pdf_json/803.json,,
cord-000804,sha000804,bioRxiv,Coronavirus Outbreak Transmission Study,10.1000/sample.804,PMC7190456,98538924.0,no-cc,,2020-01-23,"Author 804, Co-Author 804",Vaccine,8991964239.0,,,document_parses/pdf_json/804.json,document_parses/pmc_json/804.json,
cord-000805,,WHO,Transmission Vaccine Prevention Epidemiology Diagnosis Study,10.1000/sample.805,,91423836.0,cc-by,Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-08-08,"Author 805, Co-Author 805",,6093562307.0,,,,,
cord-000806,sha000806,PMC,Therapy Vaccine Infection Antibody Study,10.1000/sample.806,PMC7897060,25731275.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-08-05,"Author 806, Co-Author 806",International Journal of Infectious Diseases,,,,document_parses/pdf_json/806.json,,https://example.com/paper/806
cord-000807,sha000807,PubMed,Clinical Infection Vaccine Study,10.1000/sample.807,,56544523.0,cc-by,,2022-08-31,"Author 807, Co-Author 807",,5729884241.0,,,,,https://example.com/paper/807
cord-000808,sha000808,Elsevier,Epidemiology Vaccine Prevention Therapy Study,10.1000/sample.808,PMC2708148,92410355.0,no-cc,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-05-09,"Author 808, Co-Author 808",The Lancet,,WHO-5504,,,,https://example.com/paper/808
cord-000809,sha000809,PMC,Treatment Antibody Coronavirus Study,10.1000/sample.809,PMC3876606,10673042.0,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-12-14,"Author 809, Co-Author 809",Clinical Infectious Diseases,,,,,,https://example.com/paper/809
cord-000810,sha000810,bioRxiv,Treatment Antibody Study,10.1000/sample.810,,,cc-by,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2022-08-04,"Author 810, Co-Author 810",PLOS ONE,9772845815.0,,,document_parses/pdf_json/810.json,,https://example.com/paper/810
cord-000811,sha000811,Elsevier,Covid-19 Antibody Prevention Study,10.1000/sample.811,,26320018.0,cc-by,The implications for public health are discussed. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-06-19,"Author 811, Co-Author 811",Emerging Infectious Diseases,,,,document_parses/pdf_json/811.json,,
cord-000812,,PMC,Diagnosis Therapy Symptoms Coronavirus Outbreak Study,10.1000/sample.812,,,cc-by-nc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources.,2021-04-11,"Author 812, Co-Author 812",Journal of Medical Virology,6325691567.0,,,,document_parses/pmc_json/812.json,https://example.com/paper/812
cord-000813,sha000813,PubMed,Pandemic Vaccine Treatment Study,10.1000/sample.813,PMC7519046,,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2021-11-21,"Author 813, Co-Author 813",Clinical Infectious Diseases,,,,,,https://example.com/paper/813
cord-000814,sha000814,PubMed,Symptoms Transmission Study,,PMC3230219,,,This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2022-03-08,"Author 814, Co-Author 814",Emerging Infectious Diseases,,,,document_parses/pdf_json/814.json,,https://example.com/paper/814
cord-000815,,arXiv,Transmission Covid-19 Immunity Study,10.1000/sample.815,,30447536.0,cc-by-nc,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2022-05-26,"Author 815, Co-Author 815",Science,6919368238.0,,,,document_parses/pmc_json/815.json,https://example.com/paper/815
cord-000816,sha000816,WHO,Antiviral Vaccine Study,10.1000/sample.816,PMC6334600,,cc-by-nc,We analyzed data from multiple sources. The implications for public health are discussed.,2021-08-17,"Author 816, Co-Author 816",,,,,document_parses/pdf_json/816.json,document_parses/pmc_json/816.json,https://example.com/paper/816
cord-000817,,bioRxiv,Immunity Treatment Outbreak Transmission Therapy Study,10.1000/sample.817,PMC9088805,39119581.0,no-cc,We analyzed data from multiple sources. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2021-11-26,"Author 817, Co-Author 817",Nature,2266952089.0,,,,,
cord-000818,sha000818,arXiv,Treatment Infection Transmission Study,10.1000/sample.818,,,,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2021-04-10,,Journal of Virology,6389700417.0,,,,,https://example.com/paper/818
cord-000819,sha000819,WHO,Prevention Covid-19 Study,10.1000/sample.819,,,cc-by-nc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2021-09-28,"Author 819, Co-Author 819",Science,,,,,document_parses/pmc_json/819.json,https://example.com/paper/819
cord-000820,sha000820,PubMed,Prevention Transmission Infection Outbreak Study,,PMC8531486,,,The implications for public health are discussed. We analyzed data from multiple sources.,2019-04-27,"Author 820, Co-Author 820",,2770422751.0,,,document_parses/pdf_json/820.json,,https://example.com/paper/820
cord-000821,sha000821,PMC,Coronavirus Treatment Therapy Study,10.1000/sample.821,,26989313.0,cc-by-nc,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2019-07-20,"Author 821, Co-Author 821",Antiviral Research,,,,,,
cord-000822,sha000822,bioRxiv,Antibody Therapy Transmission Infection Epidemiology Study,10.1000/sample.822,PMC4899452,,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2021-08-11,"Author 822, Co-Author 822",Science,,,,,,https://example.com/paper/822
cord-000823,sha000823,medRxiv,Outbreak Antibody Study,10.1000/sample.823,PMC1222997,22343983.0,no-cc,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2022-11-06,"Author 823, Co-Author 823",Journal of Medical Virology,9369987994.0,,,,,
cord-000824,sha000824,Elsevier,Clinical Epidemiology Sars-Cov-2 Symptoms Antiviral Study,10.1000/sample.824,,84020689.0,cc-by-nc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2020-08-17,"Author 824, Co-Author 824",bioRxiv,6174309086.0,,,,,https://example.com/paper/824
cord-000825,sha000825,PubMed,Therapy Sars-Cov-2 Transmission Symptoms Clinical Study,10.1000/sample.825,PMC3081317,72685550.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings.,2020-04-07,"Author 825, Co-Author 825",New England Journal of Medicine,9242240289.0,,,,document_parses/pmc_json/825.json,
cord-000826,,PubMed,Sars-Cov-2 Outbreak Clinical Pandemic Vaccine Study,10.1000/sample.826,,76545378.0,cc-by,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-04-07,"Author 826, Co-Author 826",BMJ,,,,,,
cord-000827,sha000827,bioRxiv,Outbreak Diagnosis Epidemiology Transmission Coronavirus Study,10.1000/sample.827,PMC5086019,63679326.0,cc-by-nc,,2022-04-18,"Author 827, Co-Author 827",International Journal of Infectious Diseases,,,,document_parses/pdf_json/827.json,,
cord-000828,sha000828,bioRxiv,Diagnosis Sars-Cov-2 Vaccine Transmission Prevention Study,10.1000/sample.828,PMC2005341,43566934.0,cc-by,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2020-12-06,"Author 828, Co-Author 828",Emerging Infectious Diseases,5137490437.0,,,,,https://example.com/paper/828
cord-000829,sha000829,PMC,Coronavirus Epidemiology Pandemic Clinical Outbreak Study,10.1000/sample.829,,,,We analyzed data from multiple sources. The implications for public health are discussed.,2019-10-11,"Author 829, Co-Author 829",Nature,,,,document_parses/pdf_json/829.json,,
cord-000830,sha000830,bioRxiv,Outbreak Prevention Antibody Study,,PMC4389195,47726289.0,cc-by,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-08-08,"Author 830, Co-Author 830",,3348758451.0,WHO-6224,,,document_parses/pmc_json/830.json,
cord-000831,sha000831,medRxiv,Covid-19 Treatment Therapy Diagnosis Immunity Study,10.1000/sample.831,,23810279.0,,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2022-10-06,"Author 831, Co-Author 831",Journal of Virology,,,,,document_parses/pmc_json/831.json,
cord-000832,sha000832,PubMed,Therapy Coronavirus Symptoms Study,10.1000/sample.832,,88863503.0,cc-by-nc,,2020-08-06,,PLOS ONE,5330497673.0,,2020.6278,,,https://example.com/paper/832
